Date,NRKDischargeMax,NRKDischargeMin,NRKDischargeMean,NRKGageHeightMax,NRKGageHeightMin,NRKGageHeightMean
10/19/2015,"1,050","1,050",972,4.73,4.56,4.64
10/20/2015,972,972,915,4.56,4.43,4.5
10/21/2015,915,915,863,4.43,4.31,4.37
10/22/2015,863,863,829,4.31,4.23,4.27
10/23/2015,829,829,791,4.23,4.14,4.19
10/24/2015,791,791,771,4.14,4.09,4.11
10/25/2015,771,771,729,4.09,3.99,4.04
10/26/2015,729,729,709,3.99,3.94,3.96
10/27/2015,713,713,705,3.95,3.93,3.94
10/28/2015,750,750,713,4.04,3.95,3.99
10/29/2015,771,771,750,4.09,4.04,4.07
10/30/2015,808,808,771,4.18,4.09,4.12
10/31/2015,"1,010","1,010",808,4.65,4.18,4.39
11/01/2015,"1,160","1,160","1,010",4.97,4.65,4.86
11/02/2015,,,"1,550",6.37,4.97,5.63
11/03/2015,,,"2,660",8.6,6.37,7.52
11/04/2015,,,"3,700",10.04,8.6,9.35
11/05/2015,"4,690","4,690","3,930",11.23,10.04,10.67
11/06/2015,"5,420","5,420","4,690",12.31,11.23,11.79
11/07/2015,"6,020","6,020","5,420",13.13,12.31,12.73
11/08/2015,"6,420","6,420","6,020",13.6,13.13,13.39
11/09/2015,"7,050","7,050","6,420",14.14,13.6,13.83
11/10/2015,"7,120","7,120","6,690",14.2,13.87,14.09
11/11/2015,"6,690","6,690","6,090",13.87,13.21,13.52
11/12/2015,"6,090","6,090","5,840",13.21,12.9,13.02
11/13/2015,"5,900","5,900","5,830",12.98,12.89,12.91
11/14/2015,"6,140","6,140","5,900",13.28,12.97,13.12
11/15/2015,"6,430","6,430","6,140",13.61,13.28,13.45
11/16/2015,"6,640","6,640","6,430",13.83,13.61,13.73
11/17/2015,"6,680","6,680","6,600",13.86,13.8,13.84
11/18/2015,"6,600","6,600","6,390",13.8,13.57,13.7
11/19/2015,"6,560","6,560","6,310",13.76,13.47,13.63
11/20/2015,"6,580","6,580","6,510",13.78,13.7,13.75
11/21/2015,"6,510","6,510","6,230",13.7,13.38,13.56
11/22/2015,"6,230","6,230","6,080",13.38,13.2,13.28
11/23/2015,"6,180","6,180","6,060",13.32,13.18,13.22
11/24/2015,"6,430","6,430","6,180",13.61,13.32,13.48
11/25/2015,"6,480","6,480","6,430",13.67,13.61,13.66
11/26/2015,"6,470","6,470","6,390",13.66,13.57,13.63
11/27/2015,"6,390","6,390","6,230",13.57,13.38,13.49
11/28/2015,"6,230","6,230","5,960",13.38,13.05,13.23
11/29/2015,"5,960","5,960","5,220",13.05,12.03,12.64
11/30/2015,,,"4,200",12.03,10.02,11.06
12/01/2015,,,"3,110",10.02,8.35,9.1
12/02/2015,"2,900","2,900","2,620",8.35,7.86,8
12/03/2015,"3,010","3,010","2,640",8.53,7.89,8.17
12/04/2015,"3,240","3,240","3,010",8.93,8.53,8.77
12/05/2015,"3,320","3,320","3,240",9.05,8.93,8.98
12/06/2015,"3,550","3,550","3,320",9.44,9.05,9.22
12/07/2015,"3,930","3,930","3,550",10.05,9.44,9.74
12/08/2015,"4,090","4,090","3,930",10.29,10.05,10.2
12/09/2015,"4,090","4,090","4,030",10.3,10.19,10.26
12/10/2015,"4,030","4,030","3,890",10.19,9.98,10.11
12/11/2015,"3,890","3,890","3,460",9.98,9.29,9.68
12/12/2015,"3,460","3,460","2,950",9.29,8.45,8.85
12/13/2015,"2,950","2,950","2,600",8.45,7.82,8.12
12/14/2015,"2,600","2,600","2,320",7.82,7.3,7.55
12/15/2015,"2,320","2,320","2,130",7.3,6.94,7.1
12/16/2015,"2,130","2,130","2,010",6.94,6.72,6.81
12/17/2015,"2,010","2,010","1,990",6.72,6.67,6.69
12/18/2015,"2,110","2,110","1,990",6.9,6.68,6.75
12/19/2015,"2,550","2,550","2,110",7.73,6.9,7.3
12/20/2015,"3,190","3,190","2,550",8.84,7.73,8.28
12/21/2015,"3,710","3,710","3,190",9.69,8.84,9.31
12/22/2015,"3,890","3,890","3,710",9.98,9.69,9.87
12/23/2015,"4,120","4,120","3,860",10.34,9.93,10.03
12/24/2015,,,"4,760",11.71,10.34,10.94
12/25/2015,,,"6,120",13.53,11.71,12.69
12/26/2015,"7,450","7,450","6,360",14.46,13.53,14.05
12/27/2015,"8,160","8,160","7,450",15,14.46,14.73
12/28/2015,"8,990","8,990","8,160",15.6,15,15.28
12/29/2015,"9,990","9,990","8,980",16.28,15.59,15.94
12/30/2015,"11,100","11,100","9,970",16.97,16.27,16.6
12/31/2015,"11,800","11,800","11,000",17.44,16.96,17.22
01/01/2016,"11,900","11,900","11,700",17.51,17.36,17.46
01/02/2016,"11,700","11,700","10,700",17.37,16.76,17.07
01/03/2016,"10,700","10,700","9,820",16.76,16.17,16.44
01/04/2016,"9,820","9,820","9,500",16.17,15.95,16.04
01/05/2016,"9,670","9,670","9,500",16.07,15.95,15.99
01/06/2016,"10,000","10,000","9,670",16.32,16.07,16.19
01/07/2016,"10,300","10,300","10,000",16.49,16.3,16.41
01/08/2016,"10,400","10,400","10,300",16.52,16.46,16.5
01/09/2016,"10,300","10,300","9,900",16.47,16.22,16.36
01/10/2016,"9,910","9,910","9,480",16.23,15.94,16.08
01/11/2016,"9,480","9,480","9,090",15.94,15.67,15.8
01/12/2016,"9,110","9,110","8,810",15.68,15.47,15.56
01/13/2016,"8,820","8,820","8,640",15.48,15.35,15.41
01/14/2016,"8,670","8,670","8,530",15.37,15.27,15.31
01/15/2016,"8,540","8,540","8,420",15.28,15.19,15.24
01/16/2016,"8,520","8,520","8,390",15.26,15.17,15.21
01/17/2016,"8,390","8,390","8,200",15.17,15.03,15.11
01/18/2016,"8,200","8,200","7,950",15.03,14.84,14.93
01/19/2016,"7,950","7,950","7,670",14.84,14.63,14.74
01/20/2016,"7,680","7,680","7,440",14.64,14.45,14.55
01/21/2016,"7,450","7,450","7,220",14.46,14.28,14.37
01/22/2016,"7,380","7,380","7,070",14.4,14.16,14.23
01/23/2016,"7,620","7,620","7,360",14.59,14.39,14.5
01/24/2016,"7,660","7,660","7,570",14.62,14.55,14.6
01/25/2016,"7,570","7,570","6,990",14.55,14.09,14.35
01/26/2016,"6,990","6,990","6,370",14.09,13.54,13.8
01/27/2016,"6,370","6,370","5,940",13.54,13.03,13.29
01/28/2016,"5,940","5,940","5,440",13.03,12.34,12.7
01/29/2016,"5,440","5,440","4,880",12.34,11.52,11.93
01/30/2016,"4,880","4,880","4,400",11.52,10.78,11.14
01/31/2016,"4,400","4,400","4,170",10.78,10.42,10.55
02/01/2016,"4,260","4,260","4,170",10.56,10.42,10.47
02/02/2016,"4,390","4,390","4,260",10.76,10.56,10.66
02/03/2016,"4,860","4,860","4,390",11.48,10.76,10.88
02/04/2016,"5,640","5,640","4,860",12.62,11.48,12.01
02/05/2016,,,"6,690",14.07,12.62,13.46
02/06/2016,"7,800","7,800","6,960",14.73,14.07,14.45
02/07/2016,"8,850","8,850","7,800",15.5,14.73,15.08
02/08/2016,"10,200","10,200","8,850",16.45,15.5,15.96
02/09/2016,"11,400","11,400","10,200",17.21,16.45,16.86
02/10/2016,"12,100","12,100","11,400",17.62,17.21,17.44
02/11/2016,"12,500","12,500","12,100",17.83,17.6,17.73
02/12/2016,"12,600","12,600","12,500",17.88,17.81,17.85
02/13/2016,"12,500","12,500","12,100",17.85,17.58,17.74
02/14/2016,"12,100","12,100","11,000",17.59,16.94,17.3
02/15/2016,"11,000","11,000","9,540",16.94,15.98,16.5
02/16/2016,"9,570","9,570","8,050",16,14.92,15.48
02/17/2016,"8,050","8,050","6,650",14.92,13.84,14.34
02/18/2016,"6,650","6,650","6,180",13.84,13.32,13.55
02/19/2016,"6,180","6,180","6,080",13.32,13.2,13.23
02/20/2016,"6,400","6,400","6,110",13.58,13.24,13.39
02/21/2016,"6,780","6,780","6,400",13.94,13.58,13.77
02/22/2016,"7,010","7,010","6,780",14.11,13.94,14.04
02/23/2016,"7,040","7,040","6,960",14.13,14.07,14.11
02/24/2016,"7,070","7,070","6,950",14.16,14.06,14.1
02/25/2016,"7,330","7,330","7,050",14.36,14.14,14.22
02/26/2016,"7,700","7,700","7,330",14.65,14.36,14.54
02/27/2016,"7,780","7,780","7,670",14.71,14.63,14.66
02/28/2016,"8,280","8,280","7,780",15.09,14.71,14.87
02/29/2016,"8,890","8,890","8,270",15.53,15.08,15.32
03/01/2016,"9,110","9,110","8,880",15.68,15.52,15.63
03/02/2016,"9,110","9,110","8,860",15.68,15.51,15.62
03/03/2016,"8,880","8,880","8,300",15.52,15.1,15.31
03/04/2016,"8,310","8,310","7,650",15.11,14.61,14.86
03/05/2016,"7,650","7,650","6,920",14.61,14.04,14.33
03/06/2016,"6,920","6,920","5,970",14.04,13.06,13.6
03/07/2016,,,"5,080",13.06,11.56,12.32
03/08/2016,,,"4,210",11.56,10.25,10.87
03/09/2016,"4,060","4,060","3,520",10.25,9.39,9.79
03/10/2016,"3,520","3,520","3,220",9.39,8.9,9.12
03/11/2016,"3,220","3,220","3,030",8.9,8.58,8.73
03/12/2016,"3,030","3,030","2,820",8.58,8.22,8.42
03/13/2016,"2,820","2,820","2,600",8.22,7.81,7.99
03/14/2016,"2,600","2,600","2,540",7.81,7.7,7.73
03/15/2016,"2,590","2,590","2,540",7.79,7.7,7.73
03/16/2016,"2,730","2,730","2,590",8.05,7.79,7.89
03/17/2016,"3,190","3,190","2,730",8.85,8.05,8.42
03/18/2016,"3,670","3,670","3,190",9.63,8.85,9.26
03/19/2016,"3,960","3,960","3,670",10.1,9.63,9.89
03/20/2016,"4,070","4,070","3,960",10.26,10.1,10.22
03/21/2016,"4,060","4,060","3,870",10.24,9.95,10.12
03/22/2016,"3,870","3,870","3,600",9.95,9.52,9.73
03/23/2016,"3,600","3,600","3,410",9.52,9.21,9.35
03/24/2016,"3,410","3,410","3,260",9.21,8.97,9.09
03/25/2016,"3,260","3,260","3,150",8.97,8.77,8.87
03/26/2016,"3,150","3,150","3,030",8.77,8.57,8.68
03/27/2016,"3,150","3,150","2,990",8.78,8.51,8.63
03/28/2016,"3,220","3,220","3,150",8.9,8.78,8.86
03/29/2016,"3,180","3,180","3,020",8.83,8.56,8.65
03/30/2016,"3,350","3,350","3,040",9.11,8.59,8.83
03/31/2016,"3,530","3,530","3,350",9.41,9.11,9.3
04/01/2016,"3,610","3,610","3,530",9.53,9.4,9.46
04/02/2016,"3,840","3,840","3,610",9.91,9.53,9.72
04/03/2016,"3,960","3,960","3,840",10.09,9.91,10.03
04/04/2016,"3,940","3,940","3,290",10.06,9.01,9.65
04/05/2016,,,"2,710",9.01,7.7,8.29
04/06/2016,"2,540","2,540","2,190",7.7,7.06,7.34
04/07/2016,"2,190","2,190","2,080",7.06,6.85,6.95
04/08/2016,"2,080","2,080","1,990",6.85,6.67,6.77
04/09/2016,"1,990","1,990","1,890",6.67,6.48,6.56
04/10/2016,"1,890","1,890","1,830",6.48,6.36,6.42
04/11/2016,"1,830","1,830","1,700",6.36,6.1,6.25
04/12/2016,"1,700","1,700","1,620",6.1,5.95,6
04/13/2016,"1,800","1,800","1,650",6.3,6,6.12
04/14/2016,"2,020","2,020","1,800",6.74,6.3,6.47
04/15/2016,"2,480","2,480","2,020",7.59,6.74,7.21
04/16/2016,"2,520","2,520","2,420",7.67,7.48,7.61
04/17/2016,"2,420","2,420","2,090",7.48,6.87,7.18
04/18/2016,"2,090","2,090","1,840",6.87,6.39,6.62
04/19/2016,"1,840","1,840","1,660",6.39,6.03,6.2
04/20/2016,"1,660","1,660","1,520",6.03,5.75,5.88
04/21/2016,"1,520","1,520","1,420",5.75,5.53,5.64
04/22/2016,"1,420","1,420","1,370",5.53,5.42,5.48
04/23/2016,"1,520","1,520","1,410",5.74,5.52,5.62
04/24/2016,"1,670","1,670","1,520",6.04,5.74,5.86
04/25/2016,"2,280","2,280","1,670",7.22,6.04,6.6
04/26/2016,"2,440","2,440","2,280",7.53,7.22,7.46
04/27/2016,"2,410","2,410","2,070",7.47,6.82,7.19
04/28/2016,"2,070","2,070","1,750",6.82,6.2,6.48
04/29/2016,"1,750","1,750","1,560",6.2,5.82,5.98
04/30/2016,"1,560","1,560","1,540",5.82,5.78,5.79
05/01/2016,"1,980","1,980","1,560",6.66,5.82,6.18
05/02/2016,"2,290","2,290","1,980",7.24,6.66,6.99
05/03/2016,"2,670","2,670","2,290",7.94,7.24,7.64
05/04/2016,"3,250","3,250","2,670",8.94,7.94,8.59
05/05/2016,"3,790","3,790","3,250",9.82,8.94,9.3
05/06/2016,"4,340","4,340","3,790",10.68,9.82,10.21
05/07/2016,"4,920","4,920","4,340",11.57,10.68,11.13
05/08/2016,"5,430","5,430","4,920",12.33,11.57,11.97
05/09/2016,"5,790","5,790","5,430",12.84,12.33,12.61
05/10/2016,"6,010","6,010","5,790",13.12,12.84,13
05/11/2016,"6,100","6,100","6,010",13.22,13.12,13.19
05/12/2016,"6,100","6,100","5,990",13.22,13.09,13.18
05/13/2016,"5,990","5,990","5,670",13.09,12.67,12.9
05/14/2016,"5,670","5,670","5,080",12.67,11.81,12.28
05/15/2016,,,"4,360",11.81,10.39,11.14
05/16/2016,,,"3,360",10.39,8.72,9.54
05/17/2016,"3,110","3,110","2,510",8.72,7.66,8.11
05/18/2016,"2,510","2,510","2,320",7.66,7.31,7.47
05/19/2016,"2,320","2,320","2,250",7.31,7.17,7.22
05/20/2016,"2,320","2,320","2,250",7.3,7.17,7.21
05/21/2016,"2,430","2,430","2,320",7.5,7.3,7.46
05/22/2016,"2,430","2,430","2,270",7.5,7.21,7.4
05/23/2016,"2,270","2,270","2,010",7.21,6.71,6.96
05/24/2016,"2,010","2,010","1,790",6.71,6.29,6.49
05/25/2016,"1,790","1,790","1,650",6.29,6.01,6.13
05/26/2016,"1,650","1,650","1,550",6.01,5.8,5.9
05/27/2016,"1,550","1,550","1,410",5.8,5.52,5.66
05/28/2016,"1,410","1,410","1,320",5.52,5.33,5.43
05/29/2016,"1,340","1,340","1,260",5.36,5.2,5.28
05/30/2016,"1,260","1,260","1,160",5.2,4.99,5.1
05/31/2016,"1,260","1,260","1,150",5.2,4.95,5.04
06/01/2016,"1,760","1,760","1,260",6.23,5.2,5.58
06/02/2016,"2,130","2,130","1,760",6.94,6.23,6.7
06/03/2016,"2,130","2,130","2,070",6.95,6.83,6.9
06/04/2016,"2,230","2,230","2,050",7.13,6.8,6.94
06/05/2016,"2,050","2,050","1,910",6.8,6.52,6.66
06/06/2016,"1,910","1,910","1,770",6.52,6.24,6.38
06/07/2016,"2,330","2,330","1,750",7.32,6.2,6.75
06/08/2016,"2,620","2,620","2,330",7.86,7.32,7.67
06/09/2016,"2,820","2,820","2,620",8.22,7.86,8.03
06/10/2016,"2,950","2,950","2,820",8.44,8.22,8.36
06/11/2016,"2,990","2,990","2,950",8.51,8.44,8.47
06/12/2016,"3,020","3,020","2,970",8.56,8.48,8.53
06/13/2016,,,"2,550",8.48,7.22,7.99
06/14/2016,,,"1,700",7.22,5.66,6.34
06/15/2016,"1,480","1,480","1,240",5.66,5.16,5.36
06/16/2016,"1,240","1,240","1,130",5.16,4.92,5.04
06/17/2016,"1,130","1,130",968,4.92,4.55,4.73
06/18/2016,968,968,825,4.55,4.22,4.37
06/19/2016,876,876,821,4.34,4.21,4.26
06/20/2016,889,889,859,4.37,4.3,4.35
06/21/2016,859,859,775,4.3,4.1,4.21
06/22/2016,775,775,676,4.1,3.86,3.97
06/23/2016,676,676,624,3.86,3.73,3.8
06/24/2016,624,624,593,3.73,3.65,3.68
06/25/2016,593,593,554,3.65,3.55,3.59
06/26/2016,692,692,557,3.9,3.56,3.64
06/27/2016,"1,050","1,050",692,4.74,3.9,4.47
06/28/2016,"1,050","1,050",933,4.74,4.47,4.62
06/29/2016,933,933,842,4.47,4.26,4.35
06/30/2016,842,842,791,4.26,4.14,4.19
07/01/2016,,,"1,380",6.25,4.22,5.21
07/02/2016,"2,280","2,280","1,770",7.22,6.25,6.77
07/03/2016,"2,550","2,550","2,280",7.72,7.22,7.48
07/04/2016,"2,670","2,670","2,550",7.94,7.72,7.87
07/05/2016,"2,810","2,810","2,670",8.2,7.94,8.03
07/06/2016,"3,100","3,100","2,810",8.7,8.2,8.46
07/07/2016,"3,240","3,240","3,100",8.92,8.7,8.77
07/08/2016,"3,290","3,290","3,090",9.01,8.68,8.76
07/09/2016,"3,680","3,680","3,290",9.65,9.01,9.33
07/10/2016,"4,060","4,060","3,680",10.24,9.65,9.95
07/11/2016,"4,310","4,310","4,060",10.65,10.24,10.47
07/12/2016,"4,430","4,430","4,310",10.83,10.65,10.76
07/13/2016,"4,430","4,430","3,870",10.82,9.94,10.49
07/14/2016,,,"3,290",9.94,8.7,9.3
07/15/2016,"3,100","3,100","2,810",8.7,8.19,8.35
07/16/2016,"2,810","2,810","2,720",8.19,8.04,8.11
07/17/2016,"2,730","2,730","2,500",8.06,7.63,7.88
07/18/2016,"2,570","2,570","2,410",7.77,7.47,7.55
07/19/2016,,,"3,100",9.09,7.77,8.42
07/20/2016,"3,890","3,890","3,340",9.97,9.09,9.55
07/21/2016,"4,290","4,290","3,890",10.61,9.97,10.31
07/22/2016,"4,590","4,590","4,290",11.07,10.61,10.84
07/23/2016,"4,950","4,950","4,590",11.61,11.07,11.35
07/24/2016,"5,220","5,220","4,950",12.02,11.61,11.84
07/25/2016,"5,280","5,280","5,120",12.1,11.87,12.05
07/26/2016,,,"3,940",11.87,9.24,10.85
07/27/2016,,,"1,920",9.24,5.71,7.22
07/28/2016,"1,500","1,500","1,130",5.71,4.91,5.22
07/29/2016,"1,130","1,130",972,4.91,4.56,4.73
07/30/2016,972,972,881,4.56,4.35,4.43
07/31/2016,919,919,855,4.44,4.29,4.34
08/01/2016,"1,040","1,040",889,4.72,4.37,4.46
08/02/2016,"1,220","1,220","1,040",5.12,4.72,4.92
08/03/2016,"1,390","1,390","1,220",5.48,5.12,5.32
08/04/2016,"1,410","1,410","1,390",5.51,5.48,5.5
08/05/2016,"1,410","1,410","1,350",5.51,5.39,5.43
08/06/2016,"1,350","1,350","1,260",5.39,5.2,5.31
08/07/2016,"1,260","1,260","1,240",5.2,5.16,5.17
08/08/2016,"1,610","1,610","1,250",5.92,5.17,5.36
08/09/2016,"2,230","2,230","1,610",7.13,5.92,6.55
08/10/2016,"2,260","2,260","2,220",7.18,7.12,7.15
08/11/2016,"2,540","2,540","2,230",7.71,7.13,7.38
08/12/2016,"2,650","2,650","2,540",7.9,7.71,7.85
08/13/2016,"2,590","2,590","2,030",7.79,6.76,7.33
08/14/2016,,,"1,630",6.76,5.56,6.14
08/15/2016,"1,430","1,430","1,100",5.56,4.84,5.16
08/16/2016,"1,100","1,100",902,4.84,4.4,4.61
08/17/2016,902,902,787,4.4,4.13,4.26
08/18/2016,821,821,721,4.21,3.97,4.07
08/19/2016,834,834,672,4.24,3.85,3.96
08/20/2016,762,762,725,4.07,3.98,4.01
08/21/2016,762,762,696,4.07,3.91,4
08/22/2016,713,713,684,3.95,3.88,3.9
08/23/2016,771,771,713,4.09,3.95,4.01
08/24/2016,813,813,771,4.19,4.09,4.16
08/25/2016,813,813,746,4.19,4.03,4.13
08/26/2016,746,746,648,4.03,3.79,3.91
08/27/2016,648,648,593,3.79,3.65,3.72
08/28/2016,596,596,569,3.66,3.59,3.62
08/29/2016,573,573,561,3.6,3.57,3.59
08/30/2016,569,569,550,3.59,3.54,3.56
08/31/2016,550,550,531,3.54,3.49,3.51
09/01/2016,632,632,523,3.75,3.47,3.5
09/02/2016,,,780,5.25,3.7,3.99
09/03/2016,,,"2,430",8.18,5.25,7.01
09/04/2016,"3,550","3,550","2,800",9.44,8.18,8.89
09/05/2016,"4,130","4,130","3,550",10.36,9.44,9.92
09/06/2016,"4,500","4,500","4,130",10.93,10.36,10.68
09/07/2016,"4,540","4,540","4,410",11,10.8,10.95
09/08/2016,,,"3,710",10.8,9.2,10.13
09/09/2016,,,"2,430",9.2,6.88,8.01
09/10/2016,,,"1,620",6.88,5.57,6.14
09/11/2016,"1,440","1,440","1,140",5.57,4.93,5.22
09/12/2016,"1,140","1,140",954,4.93,4.52,4.72
09/13/2016,954,954,838,4.52,4.25,4.37
09/14/2016,838,838,775,4.25,4.1,4.16
09/15/2016,775,775,721,4.1,3.97,4.03
09/16/2016,721,721,688,3.97,3.89,3.92
09/17/2016,688,688,644,3.89,3.78,3.84
09/18/2016,644,644,632,3.78,3.75,3.77
09/19/2016,998,998,644,4.62,3.78,4.06
09/20/2016,,,"1,310",5.88,4.54,5.15
09/21/2016,"1,620","1,620","1,360",5.94,5.4,5.76
09/22/2016,"1,640","1,640","1,260",5.98,5.19,5.4
09/23/2016,"2,150","2,150","1,640",6.99,5.98,6.69
09/24/2016,"2,360","2,360","2,150",7.37,6.99,7.13
09/25/2016,"2,500","2,500","2,360",7.64,7.37,7.57
09/26/2016,"2,470","2,470","2,020",7.58,6.74,7.22
09/27/2016,"2,020","2,020","1,580",6.74,5.87,6.25
09/28/2016,"1,580","1,580","1,380",5.87,5.45,5.66
09/29/2016,"1,950","1,950","1,310",6.59,5.3,5.68
09/30/2016,,,"2,980",9.04,6.59,8.01
10/01/2016,"3,630","3,630","3,310",9.56,9.04,9.4
10/02/2016,"3,650","3,650","3,630",9.59,9.56,9.58
10/03/2016,"3,650","3,650","3,620",9.6,9.54,9.56
10/04/2016,"3,770","3,770","3,650",9.78,9.6,9.71
10/05/2016,"3,770","3,770","3,670",9.79,9.63,9.75
10/06/2016,"3,670","3,670","3,240",9.63,8.93,9.33
10/07/2016,"3,240","3,240","2,710",8.93,8.01,8.51
10/08/2016,,,"4,520",14.28,7.78,9.35
10/09/2016,,,"15,100",20.26,14.28,17.59
10/10/2016,,,"20,000",21.65,20.26,21.15
10/11/2016,,,,,,
10/12/2016,,,,,,
10/13/2016,,,,28.09,25.66,27.2
10/14/2016,,,,28.31,28.09,28.22
10/15/2016,"37,500","37,500","34,800",28.09,27.24,27.69
10/16/2016,"34,900","34,900","31,900",27.25,26.25,26.76
10/17/2016,,,"30,100",26.25,24.96,25.63
10/18/2016,,,"26,400",24.96,23.58,24.29
10/19/2016,,,"22,600",23.58,21.86,22.75
10/20/2016,,,"18,200",21.86,19.63,20.8
10/21/2016,,,"13,400",19.63,17.05,18.34
10/22/2016,,,"9,230",17.05,14.4,15.74
10/23/2016,,,"5,950",14.4,11.57,12.95
10/24/2016,,,"4,320",11.57,10.14,10.67
10/25/2016,"4,060","4,060","3,950",10.26,10.09,10.14
10/26/2016,"4,320","4,320","4,060",10.67,10.26,10.46
10/27/2016,"4,510","4,510","4,320",10.96,10.67,10.82
10/28/2016,"4,670","4,670","4,510",11.21,10.96,11.1
10/29/2016,"4,810","4,810","4,670",11.41,11.21,11.32
10/30/2016,"4,920","4,920","4,810",11.58,11.41,11.5
10/31/2016,"5,000","5,000","4,920",11.7,11.58,11.64
11/01/2016,"5,060","5,060","5,000",11.79,11.7,11.75
11/02/2016,"5,090","5,090","5,060",11.84,11.79,11.82
11/03/2016,"5,110","5,110","5,090",11.86,11.83,11.84
11/04/2016,"5,130","5,130","5,100",11.9,11.85,11.88
11/05/2016,"5,120","5,120","5,000",11.88,11.7,11.82
11/06/2016,"5,000","5,000","4,400",11.7,10.8,11.33
11/07/2016,,,"3,870",10.8,9,9.97
11/08/2016,,,"2,700",9,7.3,8.04
11/09/2016,"2,270","2,270","1,980",7.3,6.78,6.97
11/10/2016,"1,980","1,980","1,890",6.78,6.6,6.68
11/11/2016,"1,890","1,890","1,810",6.6,6.45,6.52
11/12/2016,"1,810","1,810","1,740",6.45,6.33,6.38
11/13/2016,"1,740","1,740","1,590",6.33,6.04,6.2
11/14/2016,"1,590","1,590","1,410",6.04,5.68,5.84
11/15/2016,"1,410","1,410","1,310",5.68,5.47,5.57
11/16/2016,"1,310","1,310","1,250",5.47,5.34,5.4
11/17/2016,"1,250","1,250","1,230",5.34,5.3,5.31
11/18/2016,"1,230","1,230","1,230",5.31,5.31,5.31
11/19/2016,"1,230","1,230","1,190",5.31,5.22,5.27
11/20/2016,"1,190","1,190","1,130",5.22,5.09,5.15
11/21/2016,"1,130","1,130","1,080",5.09,4.97,5.03
11/22/2016,"1,080","1,080","1,050",4.97,4.9,4.93
11/23/2016,"1,050","1,050","1,010",4.9,4.82,4.86
11/24/2016,"1,020","1,020","1,010",4.85,4.81,4.83
11/25/2016,"1,020","1,020","1,020",4.85,4.84,4.85
11/26/2016,"1,030","1,030","1,010",4.86,4.82,4.84
11/27/2016,"1,010","1,010",994,4.82,4.78,4.79
11/28/2016,994,994,985,4.78,4.76,4.77
11/29/2016,"1,000","1,000",990,4.8,4.77,4.79
11/30/2016,"1,000","1,000",994,4.8,4.78,4.79
12/01/2016,"1,000","1,000",994,4.8,4.78,4.79
12/02/2016,"1,000","1,000",994,4.8,4.78,4.79
12/03/2016,"1,000","1,000",994,4.8,4.78,4.79
12/04/2016,"1,030","1,030",994,4.86,4.78,4.8
12/05/2016,"1,290","1,290","1,030",5.42,4.86,5.17
12/06/2016,"1,380","1,380","1,290",5.63,5.42,5.57
12/07/2016,"1,460","1,460","1,380",5.78,5.61,5.66
12/08/2016,"1,730","1,730","1,460",6.3,5.78,6.05
12/09/2016,"1,800","1,800","1,730",6.43,6.3,6.39
12/10/2016,"1,800","1,800","1,710",6.44,6.27,6.38
12/11/2016,"1,710","1,710","1,530",6.27,5.91,6.09
12/12/2016,"1,530","1,530","1,420",5.91,5.7,5.79
12/13/2016,"1,420","1,420","1,380",5.7,5.63,5.66
12/14/2016,"1,420","1,420","1,380",5.7,5.63,5.66
12/15/2016,"1,420","1,420","1,370",5.7,5.59,5.66
12/16/2016,"1,370","1,370","1,330",5.6,5.51,5.55
12/17/2016,"1,330","1,330","1,320",5.51,5.5,5.51
12/18/2016,"1,320","1,320","1,270",5.5,5.38,5.44
12/19/2016,"1,380","1,380","1,270",5.62,5.38,5.44
12/20/2016,"1,590","1,590","1,380",6.03,5.62,5.86
12/21/2016,"1,650","1,650","1,590",6.16,6.03,6.07
12/22/2016,"1,840","1,840","1,650",6.52,6.16,6.37
12/23/2016,"1,850","1,850","1,780",6.53,6.39,6.49
12/24/2016,"1,780","1,780","1,590",6.39,6.04,6.22
12/25/2016,"1,590","1,590","1,440",6.04,5.75,5.88
12/26/2016,"1,440","1,440","1,350",5.75,5.56,5.64
12/27/2016,"1,350","1,350","1,290",5.56,5.43,5.49
12/28/2016,"1,290","1,290","1,240",5.43,5.32,5.37
12/29/2016,"1,290","1,290","1,220",5.43,5.28,5.36
12/30/2016,"1,460","1,460","1,290",5.79,5.43,5.64
12/31/2016,"1,540","1,540","1,460",5.93,5.79,5.85
01/01/2017,"1,720","1,720","1,540",6.29,5.93,6.11
01/02/2017,"2,190","2,190","1,720",7.16,6.29,6.77
01/03/2017,"2,640","2,640","2,190",7.95,7.16,7.51
01/04/2017,"3,420","3,420","2,640",9.25,7.95,8.59
01/05/2017,"4,070","4,070","3,420",10.28,9.25,9.79
01/06/2017,"4,560","4,560","4,070",11.04,10.28,10.67
01/07/2017,"5,050","5,050","4,560",11.77,11.04,11.46
01/08/2017,"5,200","5,200","5,050",11.99,11.77,11.92
01/09/2017,"5,200","5,200","5,060",11.99,11.79,11.9
01/10/2017,"5,060","5,060","4,980",11.79,11.67,11.71
01/11/2017,"4,980","4,980","4,890",11.67,11.54,11.62
01/12/2017,"4,890","4,890","4,530",11.54,11,11.31
01/13/2017,"4,530","4,530","4,070",11,10.28,10.64
01/14/2017,"4,070","4,070","3,740",10.28,9.77,10
01/15/2017,"3,740","3,740","3,540",9.77,9.44,9.6
01/16/2017,"3,540","3,540","3,240",9.44,8.96,9.21
01/17/2017,"3,240","3,240","2,950",8.96,8.47,8.7
